#Finding multiomics studies between 2000/01/01 and 2000/12/31
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]
  Keywords=genomics,lipidomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,proteomics,glycomics,metabolomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,proteomics,glycomics,epigenomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,proteomics,glycomics,epigenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,proteomics,glycomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,proteomics,transcriptomics,metabolomics,epigenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,proteomics,transcriptomics,metabolomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,proteomics,transcriptomics,metabolomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,proteomics,transcriptomics,epigenomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,proteomics,transcriptomics,epigenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,proteomics,transcriptomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,proteomics,metabolomics,epigenomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,proteomics,metabolomics,epigenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,proteomics,metabolomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,proteomics,epigenomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,glycomics,transcriptomics,metabolomics,epigenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,glycomics,transcriptomics,metabolomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,glycomics,transcriptomics,metabolomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,glycomics,transcriptomics,epigenomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,glycomics,transcriptomics,epigenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,glycomics,transcriptomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,glycomics,metabolomics,epigenomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,glycomics,metabolomics,epigenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,glycomics,metabolomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,glycomics,epigenomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,transcriptomics,metabolomics,epigenomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,transcriptomics,metabolomics,epigenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,transcriptomics,metabolomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,transcriptomics,epigenomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,metabolomics,epigenomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,transcriptomics,metabolomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,transcriptomics,epigenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,transcriptomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,transcriptomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,metabolomics,epigenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,metabolomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,metabolomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,epigenomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,epigenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,metabolomics,epigenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,metabolomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,metabolomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,epigenomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,epigenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,metagenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,metabolomics,epigenomics,metagenomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,metabolomics,epigenomics,phosphoproteomics; From=2005/01/01; To=2005/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2005/01/01[Date+-+Publication]:2005/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
